source_file,consensus_timestamp,to_address_hex,payer_account,csv_error,sender,receiver,result_data,result,transaction_id,lookup_source,child_error
direct_calls,1779082848092826000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082844-636260617",mirror,
direct_calls,1779082836497467050,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082830-576538360",mirror,
direct_calls,1779082825093089000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082821-417092289",mirror,
direct_calls,1779082813736804000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082810-019910720",mirror,
direct_calls,1779082801891789000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082795-993473460",mirror,
direct_calls,1779082790909457000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082785-739145738",mirror,
direct_calls,1779082779244921330,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082773-871551983",mirror,
direct_calls,1779082767915948000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082764-328451109",mirror,
direct_calls,1779082756482377115,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082749-852534297",mirror,
direct_calls,1779082744710886836,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082737-101526489",mirror,
direct_calls,1779082733132426000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082728-298225874",mirror,
direct_calls,1779082721725002349,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082715-287821283",mirror,
direct_calls,1779082709990510000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082706-324681041",mirror,
direct_calls,1779082698842564000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082694-680967999",mirror,
direct_calls,1779082687268158000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082682-401659645",mirror,
direct_calls,1779082675506658000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082667-837717483",mirror,
direct_calls,1779082664412112000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082660-015595089",mirror,
direct_calls,1779082652870111228,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082644-607153318",mirror,
direct_calls,1779082641102928000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082636-452345804",mirror,
direct_calls,1779082629553223000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082623-397151596",mirror,
direct_calls,1779082618063553000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082612-774557144",mirror,
direct_calls,1779082606757160808,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082598-859412886",mirror,
direct_calls,1779082594889460000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082587-804555370",mirror,
direct_calls,1779082583772994111,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082578-627954084",mirror,
direct_calls,1779082572131081000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082565-703546730",mirror,
direct_calls,1779082560474073000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082555-250353381",mirror,
direct_calls,1779082549238762000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082540-862138879",mirror,
direct_calls,1779082537454476000,359,995584,INVALID_OPERATION,10474332,,,"CONTRACT_EXECUTION_EXCEPTION","0.0.995584-1779082533-671155460",mirror,
